Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749114952,50,,Aggregated,21.100000,0.000000,940,970,990,1000,11000,12000,13000,13000,13000,13000,13000,416,0,940,2256.4423076923076,857,12753,167.05769230769232
1749114953,50,,Aggregated,21.500000,0.000000,940,970,990,1000,11000,12000,13000,13000,13000,13000,13000,433,0,940,2204.5103926097,857,12753,171.49884526558893
1749114954,50,,Aggregated,21.800000,0.000000,940,970,990,1000,11000,12000,13000,13000,13000,13000,13000,446,0,940,2188.5986547085204,857,12753,171.05156950672645
1749114955,50,,Aggregated,22.200000,0.000000,940,970,990,1000,11000,12000,13000,13000,13000,13000,13000,457,0,940,2259.1028446389496,857,12753,168.95842450765863
1749114956,50,,Aggregated,22.000000,0.000000,940,980,990,1000,11000,12000,13000,13000,13000,13000,13000,464,0,940,2239.622844827586,857,12753,166.98275862068965
1749114957,50,,Aggregated,21.500000,0.000000,940,980,990,1000,11000,12000,13000,13000,13000,13000,13000,469,0,940,2248.2878464818764,857,12753,165.62473347547976
1749114958,50,,Aggregated,20.300000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,473,0,940,2278.4228329809725,857,12753,164.57928118393235
1749114959,50,,Aggregated,17.900000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,482,0,940,2342.1182572614107,857,12753,162.8091286307054
1749114960,50,,Aggregated,15.000000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,496,0,940,2368.5705645161293,857,12753,162.24193548387098
1749114961,50,,Aggregated,12.200000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,514,0,940,2426.5739299610896,857,12753,161.60311284046693
1749114962,50,,Aggregated,11.100000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,528,0,940,2429.098484848485,857,12753,158.3560606060606
1749114963,50,,Aggregated,11.300000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,546,0,940,2483.5714285714284,857,12753,155.62454212454213
1749114964,50,,Aggregated,11.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,568,0,940,2504.3838028169016,857,12795,156.95246478873239
1749114965,50,,Aggregated,11.400000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,595,0,940,2563.8100840336133,857,12813,154.64369747899158
1749114966,50,,Aggregated,11.800000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,620,0,940,2623.3274193548386,857,12813,152.7
1749114967,50,,Aggregated,12.500000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,652,0,940,2612.2653374233128,855,12813,150.6319018404908
1749114968,50,,Aggregated,13.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,676,0,940,2553.3491124260354,855,12813,151.15384615384616
1749114969,50,,Aggregated,16.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,690,0,940,2520.6608695652176,855,12813,151.6246376811594
1749114970,50,,Aggregated,18.400000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,701,0,940,2495.6619115549215,855,12813,152.74607703281026
1749114971,50,,Aggregated,20.600000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,721,0,940,2477.28987517337,855,12813,155.52843273231622
1749114972,50,,Aggregated,20.700000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,743,0,940,2455.64199192463,855,12813,157.15343203230148
1749114973,50,,Aggregated,20.500000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,760,0,940,2448.761842105263,855,12813,156.35263157894738
1749114974,50,,Aggregated,20.700000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,766,0,940,2437.322454308094,855,12813,155.42558746736293
1749114975,50,,Aggregated,21.300000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,770,0,940,2455.0636363636363,855,12813,154.83636363636364
1749114976,50,,Aggregated,20.900000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,777,0,940,2482.352638352638,855,12813,154.14157014157013
1749114977,50,,Aggregated,19.200000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,789,0,940,2485.2902408111536,855,12813,154.0621039290241
1749114978,50,,Aggregated,17.300000,0.000000,940,980,1000,1000,11000,12000,13000,13000,13000,13000,13000,803,0,940,2485.574097135741,855,12813,153.96139476961395
1749114979,50,,Aggregated,15.400000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,813,0,940,2506.9151291512917,855,12813,153.1389913899139
1749114980,50,,Aggregated,13.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,823,0,940,2541.3547995139734,855,12813,151.77885783718105
1749114981,50,,Aggregated,12.300000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,841,0,940,2560.0701545778834,855,12813,150.5410225921522
1749114982,50,,Aggregated,12.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,861,0,940,2574.7584204413474,855,12813,150.03368176538908
1749114983,50,,Aggregated,12.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,881,0,940,2587.7684449489216,855,12813,149.69353007945517
1749114984,50,,Aggregated,11.800000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,903,0,940,2621.3488372093025,855,12813,149.37541528239203
1749114985,50,,Aggregated,11.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,934,0,940,2659.340471092077,855,12813,147.4271948608137
1749114986,50,,Aggregated,12.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,960,0,940,2635.090625,855,12813,147.309375
1749114987,50,,Aggregated,14.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,981,0,940,2598.7410805300715,855,12813,146.91539245667687
1749114988,50,,Aggregated,16.800000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,995,0,940,2585.477386934673,855,12813,147.9065326633166
1749114989,50,,Aggregated,18.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1008,0,940,2573.7559523809523,855,12813,149.0654761904762
1749114990,50,,Aggregated,19.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1031,0,940,2566.385063045587,855,12813,149.53152279340446
1749114991,50,,Aggregated,19.300000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1051,0,940,2544.929590865842,855,12813,151.33396764985727
1749114992,50,,Aggregated,19.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1065,0,940,2524.2,855,12813,150.72112676056338
1749114993,50,,Aggregated,20.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1069,0,940,2518.3592142188963,855,12813,150.41814780168383
1749114994,50,,Aggregated,21.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1075,0,940,2548.307906976744,855,12813,150.37302325581396
1749114995,50,,Aggregated,20.300000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1086,0,940,2561.692449355433,855,12813,149.60773480662982
1749114996,50,,Aggregated,18.600000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1098,0,940,2544.9280510018216,855,12813,150.20491803278688
1749114997,50,,Aggregated,16.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1111,0,940,2565.861386138614,855,12813,149.34113411341133
1749114998,50,,Aggregated,14.800000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1118,0,940,2575.7540250447228,855,12813,148.77191413237924
1749114999,50,,Aggregated,13.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1131,0,940,2577.3837312113174,855,12813,148.67550839964633
1749115000,50,,Aggregated,13.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1146,0,940,2606.5715532286213,855,12813,148.29842931937173
1749115001,50,,Aggregated,12.300000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1165,0,940,2618.749356223176,855,12813,147.94763948497854
1749115002,50,,Aggregated,12.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1184,0,940,2631.199324324324,855,12813,146.81925675675674
1749115003,50,,Aggregated,11.500000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1201,0,940,2636.8751040799334,855,12813,146.39383846794337
1749115004,50,,Aggregated,11.400000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1224,0,940,2680.09885620915,855,12813,145.86519607843138
1749115005,50,,Aggregated,11.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1250,0,940,2689.956,855,12813,145.1808
1749115006,50,,Aggregated,13.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1276,0,940,2662.85736677116,855,12813,144.96473354231975
1749115007,50,,Aggregated,15.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1293,0,940,2640.2668213457077,855,12813,145.56071152358857
1749115008,50,,Aggregated,16.500000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1310,0,940,2634.2526717557253,855,12813,145.66564885496183
1749115009,50,,Aggregated,17.800000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1332,0,940,2630.1576576576576,855,12813,147.63288288288288
1749115010,50,,Aggregated,18.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1355,0,940,2601.6206642066422,855,12813,147.77638376383763
1749115011,50,,Aggregated,19.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1367,0,940,2594.676664228237,855,12813,147.93635698610095
1749115012,50,,Aggregated,20.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1373,0,940,2595.3204661325562,855,12813,147.80189366351055
1749115013,50,,Aggregated,20.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1383,0,940,2606.9624005784526,855,12813,147.63846710050615
1749115014,50,,Aggregated,19.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1392,0,940,2603.8297413793102,855,12813,147.69755747126436
1749115015,50,,Aggregated,18.900000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1402,0,940,2608.0363766048504,855,12813,147.35021398002854
1749115017,50,,Aggregated,18.200000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1412,0,940,2612.925637393768,855,12813,147.00779036827194
1749115018,50,,Aggregated,16.700000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1420,0,940,2626.968309859155,855,12813,146.7394366197183
1749115019,50,,Aggregated,15.100000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1430,0,940,2622.958041958042,855,12813,146.25104895104894
1749115020,50,,Aggregated,13.400000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1442,0,940,2633.992371705964,855,13036,146.6026352288488
1749115021,50,,Aggregated,12.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1456,0,940,2642.3811813186812,855,13197,146.5370879120879
1749115022,50,,Aggregated,11.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1473,0,940,2664.1065852002716,855,13291,145.80108621860148
1749115023,50,,Aggregated,11.000000,0.000000,940,980,1000,1000,12000,12000,13000,13000,13000,13000,13000,1494,0,940,2679.9779116465866,855,13392,145.36278447121822
1749115024,50,,Aggregated,10.500000,0.000000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1518,0,940,2700.419631093544,855,13508,145.09486166007906
1749115025,50,,Aggregated,10.500000,0.000000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1543,0,950,2726.7952041477643,855,13508,144.1659105638367
1749115026,50,,Aggregated,12.100000,0.000000,950,990,1000,1000,12000,12000,13000,13000,14000,14000,14000,1567,0,950,2714.5628589661774,855,13508,143.47032546266752
1749115027,50,,Aggregated,13.400000,0.000000,950,990,1000,1000,12000,12000,13000,13000,14000,14000,14000,1586,0,950,2707.1992433795713,855,13508,143.63493064312738
1749115028,50,,Aggregated,16.500000,0.000000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1603,1,950,2687.838427947598,22,13508,143.76107298814722
1749115029,50,,Aggregated,16.500000,0.000000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1622,1,940,2681.1177558569666,22,13508,144.80764488286067
1749115030,50,,Aggregated,18.200000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1643,1,940,2665.6579427875836,22,13508,145.746195982958
1749115031,50,,Aggregated,19.200000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1663,1,940,2651.662657847264,22,13508,146.03668069753456
1749115032,50,,Aggregated,19.200000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1675,1,940,2645.6017910447763,22,13508,146.73731343283583
1749115033,50,,Aggregated,20.700000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1687,1,940,2646.2329579134557,22,13508,146.2501481920569
1749115034,50,,Aggregated,20.300000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1698,1,940,2654.2950530035337,22,13508,146.06242638398115
1749115035,50,,Aggregated,19.200000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1708,1,940,2656.655152224824,22,13508,145.98594847775175
1749115036,50,,Aggregated,18.000000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1716,1,940,2648.7185314685316,22,13508,145.63053613053614
1749115037,50,,Aggregated,18.000000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1726,1,940,2672.3818076477405,22,13508,145.64484356894553
1749115038,50,,Aggregated,16.300000,0.100000,940,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1737,1,940,2674.7000575705238,22,13508,145.31433506044905
1749115039,50,,Aggregated,14.800000,0.100000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1750,1,950,2661.9737142857143,22,13508,145.0742857142857
1749115040,50,,Aggregated,14.000000,0.100000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1759,1,950,2659.8447981807844,22,13508,145.66515065378056
1749115041,50,,Aggregated,12.800000,0.000000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1772,1,950,2681.857787810384,22,13508,145.30474040632055
1749115042,50,,Aggregated,12.800000,0.000000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1786,1,950,2681.9210526315787,22,13559,145.20884658454648
1749115043,50,,Aggregated,11.700000,0.000000,950,980,1000,1000,12000,12000,13000,13000,14000,14000,14000,1803,1,950,2685.8352745424295,22,13666,145.12922906267332
1749115044,50,,Aggregated,11.100000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1822,1,950,2722.6020856201976,22,13721,144.55982436882547
1749115045,50,,Aggregated,11.700000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1844,1,950,2734.9734273318873,22,13846,143.58568329718005
1749115046,50,,Aggregated,12.300000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1872,1,950,2747.644230769231,22,13846,143.48290598290598
1749115047,50,,Aggregated,13.500000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1892,2,950,2734.4254756871037,16,13846,142.97991543340382
1749115048,50,,Aggregated,15.200000,0.000000,950,980,1000,1000,12000,13000,13000,13000,14000,14000,14000,1910,2,950,2729.3994764397908,16,13846,142.99842931937172
1749115049,50,,Aggregated,16.300000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1929,2,950,2717.9440124416797,16,13846,143.46345256609644
1749115050,50,,Aggregated,16.900000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,1952,2,950,2713.249487704918,16,13846,144.64651639344262
1749115051,50,,Aggregated,17.500000,0.100000,950,980,1000,1000,12000,13000,13000,13000,14000,14000,14000,1972,2,950,2695.3493914807304,16,13846,144.53296146044624
1749115052,50,,Aggregated,17.500000,0.100000,950,980,1000,1000,12000,13000,13000,13000,14000,14000,14000,1986,2,950,2693.8897280966767,16,13846,144.68731117824774
1749115053,50,,Aggregated,19.800000,0.100000,950,980,1000,1000,12000,13000,13000,13000,14000,14000,14000,1999,2,950,2694.153076538269,16,13846,144.82941470735366
1749115054,50,,Aggregated,20.000000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2010,2,950,2695.434825870647,16,13846,144.78059701492538
1749115055,50,,Aggregated,19.400000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2019,2,950,2693.498266468549,16,13846,144.60277365032195
1749115056,50,,Aggregated,18.900000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2029,2,950,2696.065549531789,16,13846,144.50320354854608
1749115057,50,,Aggregated,17.700000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2042,2,950,2702.4745347698336,16,13846,144.64740450538687
1749115058,50,,Aggregated,16.100000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2054,2,950,2698.1392405063293,16,13846,144.5447906523856
1749115059,50,,Aggregated,16.100000,0.100000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2062,2,950,2691.3404461687683,16,13846,144.48108632395733
1749115060,50,,Aggregated,14.700000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2072,2,950,2700.2355212355214,16,13846,144.613416988417
1749115061,50,,Aggregated,13.700000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2087,2,950,2711.240057498802,16,13846,144.6554863440345
1749115062,50,,Aggregated,12.100000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2101,2,950,2710.490718705378,16,13846,144.45740123750596
1749115063,50,,Aggregated,11.400000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2114,2,950,2722.863765373699,16,13846,144.038789025544
1749115064,50,,Aggregated,11.100000,0.000000,950,990,1000,1000,12000,13000,13000,13000,14000,14000,14000,2128,2,950,2746.092105263158,16,13846,143.4234022556391
1749115065,50,,Aggregated,11.400000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2148,2,950,2763.999534450652,16,13846,142.7998137802607
1749115066,50,,Aggregated,11.700000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2171,2,950,2766.913403961308,16,13846,142.36849378166744
1749115067,50,,Aggregated,12.700000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2194,2,950,2764.248860528715,16,13846,142.3682771194166
1749115068,50,,Aggregated,13.900000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2214,2,950,2758.086269196025,16,13846,142.44850948509486
1749115069,50,,Aggregated,15.100000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2233,2,950,2747.9041648007164,16,13846,142.68428123600538
1749115070,50,,Aggregated,15.800000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2253,2,950,2747.1664447403464,16,13846,143.14025743453175
1749115071,50,,Aggregated,16.600000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2276,2,950,2738.866432337434,16,13846,143.5013181019332
1749115072,50,,Aggregated,18.100000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2295,2,950,2729.0366013071894,16,13846,144.11111111111111
1749115073,50,,Aggregated,18.800000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2311,2,950,2731.15404586759,16,13846,143.69883167459975
1749115074,50,,Aggregated,19.400000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2321,2,950,2737.6996984058596,16,13846,143.65618267987935
1749115075,50,,Aggregated,19.400000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2333,2,950,2733.2828975567936,16,13846,143.33390484354908
1749115076,50,,Aggregated,19.200000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2345,2,950,2728.748827292111,16,13846,143.70319829424307
1749115077,50,,Aggregated,18.500000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2356,2,950,2720.69142614601,16,13846,143.85823429541597
1749115078,50,,Aggregated,17.700000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2361,2,950,2721.759423972893,16,13846,143.69123252858958
1749115079,50,,Aggregated,16.200000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2371,2,950,2718.941796710249,16,13846,144.05398566005906
1749115080,50,,Aggregated,14.700000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2381,2,950,2721.4687106257875,16,13846,144.1142377152457
1749115081,50,,Aggregated,14.000000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2391,2,950,2729.374738603095,16,13846,144.0710999581765
1749115082,50,,Aggregated,12.800000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2403,2,950,2741.2392842280483,16,13846,143.60757386600082
1749115083,50,,Aggregated,11.900000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2414,2,950,2743.4846727423364,16,13846,143.37903893951946
1749115084,50,,Aggregated,10.900000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2431,2,950,2751.993006993007,16,13864,143.19621554915673
1749115085,50,,Aggregated,10.600000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2444,2,950,2763.3105564648117,16,13864,143.03191489361703
1749115086,50,,Aggregated,10.600000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2468,2,950,2782.0105348460293,16,13962,142.47974068071312
1749115087,50,,Aggregated,10.800000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2492,2,950,2784.8077849117176,16,13962,142.52528089887642
1749115088,50,,Aggregated,11.400000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2511,2,950,2776.1270410195143,16,13962,142.0752688172043
1749115089,50,,Aggregated,13.000000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2526,2,950,2775.275534441805,16,13962,142.21931908155187
1749115090,50,,Aggregated,14.600000,0.000000,950,990,1000,1000,12000,13000,13000,14000,14000,14000,14000,2545,2,950,2776.3127701375247,16,13962,142.48408644400786
